,Set Name,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
474,Topps Throwback Thursday,0,1,–,0,0,0,0,2,5,21,260,828,"1,117"
475,Topps Tribute,0,0,–,0,0,0,3,10,7,34,97,67,218
476,Topps Tribute 1954 Box Topper Buybacks,1,0,–,0,0,0,0,0,0,0,0,0,1
477,Topps Tribute Autograph Patch,0,0,–,0,0,0,0,0,0,6,4,1,11
478,Topps Tribute Earned Stripes Autograph Relics,0,0,–,0,0,0,0,0,1,3,6,1,11
479,Topps Tribute Iconic Perspectives Autograph,1,0,–,0,0,0,0,0,1,10,9,0,21
480,Topps Tribute League Inauguration Autograph,1,0,–,0,0,0,1,2,1,10,18,4,37
481,Topps Tribute Milestone Relics,0,0,–,0,0,0,0,1,0,3,3,0,7
482,Topps Tribute Olympus Autograph,0,0,–,0,0,0,0,0,1,10,25,28,64
483,Topps Tribute Stamp of Approval Relic,0,0,–,0,0,0,1,3,2,16,27,2,51
484,Topps Tribute to 1954 Box Topper 1/1,1,0,–,0,0,0,0,0,0,0,0,0,1
485,Topps Tribute Tribute Autograph,4,0,–,0,0,0,0,8,14,108,286,47,467
486,Topps Tribute Tribute Dual Relics Dual Player,0,0,–,0,0,0,3,2,0,12,26,9,52
487,Topps Tribute Tribute Dual Relics Single Player,0,0,–,0,0,0,0,0,3,3,17,5,28
488,Topps Tribute Tribute to Nicknames Autograph,1,0,–,0,0,0,0,0,1,19,16,3,40
489,Topps Tribute Tribute Triple Relics,0,0,–,0,0,0,0,2,3,12,39,17,73
490,Topps Update,0,0,–,0,0,0,0,0,0,1,1,4,6
491,Topps Update 1988 Topps Baseball Autograph,0,0,–,0,0,0,0,0,0,4,1,0,5
492,Topps Update 2023 All-Star Game,0,0,–,0,0,0,0,0,0,0,1,0,1
493,Topps Update Action Stars,0,0,–,0,0,0,0,0,1,1,0,0,2
494,Topps Update Aka,0,0,–,0,0,0,0,0,0,1,0,1,2
495,Topps Update All-Star Stitches,0,0,–,0,0,0,0,0,0,0,1,0,1
496,Topps Update Baseball Stars Dual Autographs,0,0,–,0,0,0,0,0,0,0,0,1,1
497,Topps Update Black Gold,0,0,–,0,0,0,0,0,0,0,2,1,3
498,Topps Update Laid Out,0,0,–,0,0,0,0,0,0,1,0,0,1
499,Topps Update Major League Material,0,0,–,0,0,0,0,0,0,0,0,1,1
500,Topps Update Major League Material Autograph,0,0,–,0,0,0,0,0,0,0,1,0,1
501,Topps Wbc Team Samurai Japan Set,0,0,–,0,0,0,0,0,0,15,26,23,64
502,Topps Welcome to the Club,0,0,–,0,0,0,0,1,2,11,47,69,130
503,Topps Welcome to the Club Autographs,0,0,–,0,0,0,0,1,0,2,6,2,11
504,Topps World Baseball Classic GlobAL Stars,0,0,–,0,0,0,0,1,3,10,79,379,472
505,Topps World Baseball Classic GlobAL Stars Autographs,0,0,–,0,0,0,0,0,1,7,40,28,76
506,Topps World Baseball Classic GlobAL Stars Flags of A Nation,0,0,–,0,0,0,0,0,0,6,44,55,105
507,Topps World Baseball Classic Team Samurai,0,0,–,0,0,0,0,0,0,3,0,0,3
508,Topps World Series Champion Autograph Relics,0,0,–,0,0,0,0,0,2,3,6,0,11
509,Topps World Series Champion Autographs,0,0,–,0,0,0,0,0,0,3,2,0,5
510,Topps World Series Champion Relics,0,0,–,0,0,0,0,1,0,1,2,0,4
511,Topps X Julio Rodriguez Show Out Collection,0,0,–,0,0,0,0,1,0,2,4,18,25
512,Topps X Julio Rodriguez Show Out Collection Anime Art,0,0,–,0,0,0,0,0,0,1,1,4,6
513,Topps X Julio Rodriguez Show Out Collection Fountain of Youth,0,0,–,0,0,0,0,0,0,0,1,5,6
514,Topps X Julio Rodriguez Show Out Collection on-Card Autographs,0,0,–,0,0,0,0,0,0,1,0,2,3
515,Topps X Julio Rodriguez Show Out Collection Rookie of the Year Award Winners,0,0,–,0,0,0,0,0,0,0,0,1,1
516,Topps X Julio Rodriguez Show Out Collection Stamped Buybacks,0,0,–,0,0,0,0,0,0,0,0,1,1
517,Topps X MLB Clubhouse Exclusive,0,0,–,0,0,0,0,0,1,2,9,15,27
518,Wild Card 5 Card Draw Autographs,1,0,–,0,0,0,0,1,4,16,34,16,72
519,Wild Card Auto Mania Autographs,1,0,–,0,0,0,0,0,1,10,22,33,67
