,Set Name,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10,Total
1250,Topps Pristine Popular Demand Autograph Relics,3,0,–,0,0,0,0,0,0,2,50,70,125
1251,Topps Pristine Popular Demand Autographs,0,0,–,0,0,0,0,1,1,7,12,106,127
1252,Topps Pristine Pristine Autographs,1,0,–,0,0,0,0,4,10,30,123,615,783
1253,Topps Pristine Pristine Borders,0,0,–,0,0,0,1,0,2,6,43,59,111
1254,Topps Pristine Pristine Pair Dual Autographs,0,0,–,0,0,0,0,0,0,2,13,19,34
1255,Topps Pristine Pure Power,0,0,–,0,0,0,0,2,2,14,41,98,157
1256,Topps Pristine Pure Power Autographs,1,0,–,0,0,0,0,0,2,3,26,136,168
1257,Topps Pristine Slice of A Star Autograph Relics,2,0,–,0,0,0,1,5,7,31,144,165,355
1258,Topps Pro Debut,8,0,–,0,2,1,4,15,50,236,"1,034","1,744","3,094"
1259,Topps Pro Debut Brick By Brick,0,0,–,0,0,0,0,0,7,23,25,7,62
1260,Topps Pro Debut Draftboards Quad Autographs,0,0,–,0,0,0,0,0,0,0,1,1,2
1261,Topps Pro Debut Draftee Debut,0,0,–,0,0,0,0,0,0,9,11,2,22
1262,Topps Pro Debut Future Cornerstones Autographs,0,0,–,0,0,0,0,0,1,43,46,5,95
1263,Topps Pro Debut Milb Legends,0,0,–,0,0,0,0,0,2,14,27,50,93
1264,Topps PROJECT100,1,0,–,0,0,0,1,3,11,122,527,353,"1,018"
1265,Topps PROJECT70,1,0,–,0,0,0,0,0,6,44,304,372,727
1266,Topps Reverence Autographed Patch,4,0,–,0,0,0,0,0,7,15,3,0,29
1267,Topps Rip,0,0,–,0,0,0,0,1,2,8,49,39,99
1268,Topps Rip Mini,1,0,–,0,0,0,0,2,7,39,99,33,181
1269,Topps Rip Mini Autographs,5,0,–,0,0,0,0,0,2,18,36,2,63
1270,Topps Rip Ripped From History Mini Autographs,0,0,–,0,0,0,0,0,1,5,1,5,12
1271,Topps Salute to the Mick,0,0,–,0,0,0,1,0,2,25,70,17,115
1272,Topps Series 1 Premiere Party Premiere Player Autographs,0,0,–,0,0,0,0,0,0,1,0,1,2
1273,Topps Significant Statistics,0,0,–,0,0,0,0,0,2,10,11,5,28
1274,Topps Silver Pack 1987 Chrome Promo,18,0,–,4,13,17,34,84,148,946,"4,107","4,075","9,446"
1275,Topps Silver Slugger Award Winner Patches Commemorative Relics,0,0,–,0,0,0,1,4,7,15,9,0,36
1276,Topps Sketch,0,0,–,0,0,0,0,0,1,2,3,3,9
1277,Topps Stadium Club,3,0,–,1,1,3,14,42,62,508,"2,310","1,327","4,271"
1278,Topps Stadium Club 1991 Design Variation Autographs,0,0,–,0,0,0,0,0,1,5,7,0,13
1279,Topps Stadium Club 1992 Rookie Design Variation Autographs,0,0,–,0,0,0,0,0,0,2,2,0,4
1280,Topps Stadium Club Base Autographs,9,0,–,0,0,0,1,0,14,156,365,103,648
1281,Topps Stadium Club Beam Team,0,0,–,0,0,0,0,2,8,64,64,33,171
1282,Topps Stadium Club Beam Team Autographs,3,0,–,0,0,0,0,1,8,17,8,2,39
1283,Topps Stadium Club Chrome,2,0,–,0,0,2,9,33,60,278,"1,975","4,245","6,604"
1284,Topps Stadium Club Chrome 1991 Stadium Club Autographs,1,0,–,0,0,0,3,3,1,7,33,47,95
1285,Topps Stadium Club Chrome Autographs,4,0,–,0,1,1,0,10,2,68,544,813,"1,443"
1286,Topps Stadium Club Chrome Beam Team,1,0,–,0,0,1,2,14,20,140,504,"1,387","2,069"
1287,Topps Stadium Club Chrome Beam Team Autographs,0,0,–,0,0,0,1,3,2,4,30,28,68
1288,Topps Stadium Club Chrome Cosigners Autographs,0,0,–,0,0,0,0,3,0,3,5,2,13
1289,Topps Stadium Club Chrome Dynasty and Destiny,0,0,–,0,0,1,0,1,5,32,205,487,731
1290,Topps Stadium Club Chrome Lone Star Signatures,0,0,–,0,0,0,0,2,0,4,6,33,45
1291,Topps Stadium Club Chrome Team of the Future,0,0,–,0,1,0,0,4,12,42,228,933,"1,220"
1292,Topps Stadium Club Chrome Trophy Hunters,1,0,–,0,0,0,1,1,11,40,256,953,"1,263"
1293,Topps Stadium Club CO-Signers Autographs,0,0,–,0,0,0,0,1,0,4,5,0,10
1294,Topps Stadium Club Dynasty and Destiny,0,0,–,0,0,0,1,1,7,64,59,8,140
1295,Topps Stadium Club Instavision,0,0,–,0,0,1,5,5,10,65,50,1,137
1296,Topps Stadium Club Lone Star Signatures,0,0,–,0,0,0,0,1,3,3,23,16,46
1297,Topps Stadium Club Master Photo,0,0,–,0,0,0,0,1,0,2,2,2,7
1298,Topps Stadium Club Members Only Derek Jeter 20 Seasons Autographs,0,0,–,0,0,0,0,0,0,1,3,0,4
1299,Topps Stadium Club Members Only Derek Jeter Autographed Jumbo Jersey Relic,0,0,–,0,0,0,0,0,0,1,2,0,3
1300,Topps Stadium Club Members Only Derek Jeter Autographed Quad Relics,0,0,–,0,0,0,0,0,0,0,1,0,1
1301,Topps Stadium Club Members Only Derek Jeter Beam Team Autographs,0,0,–,0,0,0,0,0,0,2,3,4,9
1302,Topps Stadium Club Members Only Derek Jeter Chrome Beam Team,0,0,–,0,0,0,0,0,0,0,7,99,106
1303,Topps Stadium Club Members Only Derek Jeter Quadrumvirates Autographs 1/1,0,0,–,0,0,0,0,0,0,0,1,1,2
1304,Topps Stadium Club Members Only Derek Jeter the Captain's Career,0,0,–,0,0,0,0,0,0,21,182,83,286
1305,Topps Stadium Club Members Only Derek Jeter the Captain's Career Autographs,1,0,–,0,0,0,0,1,1,1,11,5,20
1306,Topps Stadium Club Members Only Derek Jeter the Captain's Career Relics,0,0,–,0,0,0,0,0,0,0,1,1,2
1307,Topps Stadium Club Oversized Base Box Topper,0,0,–,0,0,1,1,0,2,2,2,0,8
1308,Topps Stadium Club Oversized Base Box Topper Autographs,2,0,–,0,0,0,0,0,3,2,1,0,8
1309,Topps Stadium Club Power Zone,0,0,–,0,0,0,0,0,1,14,112,109,236
1310,Topps Stadium Club Power Zone Autographs,0,0,–,0,0,0,0,0,3,3,13,4,23
1311,Topps Stadium Club Team of the Future,0,0,–,0,0,0,0,7,21,92,166,125,411
1312,Topps Stadium Club Team of the Future Autographs,0,0,–,0,0,0,0,1,1,8,7,2,19
1313,Topps Stadium Club Triumvirates,0,0,–,0,0,0,1,9,3,20,109,174,316
1314,Topps Stars of MLB,5,0,–,0,0,2,19,14,30,172,"2,006","2,541","4,789"
1315,Topps Sterling Autograph Bat Knobs,0,0,–,0,0,0,0,0,0,1,1,0,2
1316,Topps Sterling Autograph Bat Nameplate,2,0,–,0,0,0,0,0,0,1,3,1,7
1317,Topps Sterling Bat Knobs,0,0,–,0,0,0,0,0,0,4,1,0,5
1318,Topps Sterling Bat Nameplate,0,0,–,0,0,0,0,0,0,2,3,1,6
1319,Topps Sterling Cut Signatures,0,0,–,0,0,0,0,0,0,0,1,1,2
1320,Topps Sterling Jersey Letter Patch,0,0,–,0,0,0,0,0,1,5,9,1,16
1321,Topps Sterling Legendary Cut Signature Relics,0,0,–,0,0,0,0,0,1,1,1,0,3
1322,Topps Sterling Sterling Debuts Autograph Relics,0,0,–,0,0,0,0,0,0,9,6,1,16
1323,Topps Sterling Sterling Seasons Autograph Relics,5,0,–,0,0,0,0,1,2,28,89,33,158
1324,Topps Sterling Sterling Sets Dual Autograph Relics,2,0,–,0,0,0,0,2,2,8,16,3,33
1325,Topps Sterling Sterling Sets Triple Autograph Relics,1,0,–,0,0,0,0,0,3,12,9,2,27
1326,Topps Sterling Sterling Splendor Jumbo Patch Autographs,0,0,–,0,0,0,0,1,3,8,4,0,16
1327,Topps Sterling Sterling Strikes Autograph Relics,1,0,–,0,0,1,0,0,0,10,19,13,44
1328,Topps Sterling Sterling Swings Autograph Relics,1,0,–,0,0,0,0,4,3,34,70,8,120
1329,Topps Sweet Shades,1,0,–,0,0,0,0,4,9,45,154,33,246
1330,Topps Team Set American League All-Star,0,0,–,0,0,0,0,0,0,0,1,754,755
1331,Topps Team Set Atlanta Braves,0,0,–,0,0,0,0,1,0,0,0,0,1
1332,Topps Team Set Cincinnati Reds,0,0,–,0,0,0,0,0,0,1,1,0,2
1333,Topps Team Set Cleveland Guardians,0,0,–,0,0,0,0,0,0,0,1,0,1
1334,Topps Team Set Detroit Tigers,0,0,–,0,0,0,0,0,0,0,1,1,2
1335,Topps Team Set los Angeles Angels,1,0,–,0,0,0,0,0,0,0,2,3,6
1336,Topps Team Set los Angeles Dodgers,0,0,–,0,0,0,0,0,0,0,0,1,1
1337,Topps Team Set Milwaukee Brewers,0,0,–,0,0,0,0,0,0,0,0,1,1
1338,Topps Team Set New York Yankees,0,0,–,0,0,0,0,0,0,1,0,1,2
1339,Topps Team Set Tampa Bay Rays,0,0,–,1,0,0,0,2,0,3,4,821,831
1340,Topps the Alonso Foundation Promo,2,0,–,0,0,0,0,0,0,0,0,5,7
1341,Topps Throwback Thursday,1,0,–,0,0,0,2,9,30,277,"2,011","3,188","5,518"
1342,Topps Tier One Autographed Prodigious Patches,0,0,–,0,0,0,0,0,0,7,8,1,16
1343,Topps Tier One Autographed Tier One Relics,1,0,–,0,0,0,0,0,2,12,41,12,68
1344,Topps Tier One Break Out Autographs,2,0,–,0,0,0,0,2,3,59,218,72,356
1345,Topps Tier One Clear One Autographs,1,0,–,0,0,0,0,1,6,4,0,0,12
1346,Topps Tier One Clear One Dual Autographs,0,0,–,0,0,0,0,0,5,0,0,0,5
1347,Topps Tier One Cut Signature Relics,0,0,–,0,0,0,0,0,0,1,1,0,2
1348,Topps Tier One Dual Autographs,2,0,–,0,0,0,0,0,1,2,13,16,34
1349,Topps Tier One Gripping Autographed Relics,1,0,–,0,0,1,0,0,0,2,2,0,6
1350,Topps Tier One Gripping Relics,0,0,–,0,0,0,0,0,0,0,4,0,4
1351,Topps Tier One Next Level Autographs,0,0,–,0,0,0,1,1,2,16,48,5,73
1352,Topps Tier One Perfect Contact Autographed Bat Relics,0,0,–,0,0,0,0,0,0,0,3,1,4
1353,Topps Tier One Prime Performers Autographs,3,0,–,0,0,0,0,0,3,52,107,21,186
1354,Topps Tier One Prodigious Patches,1,0,–,0,0,0,0,0,0,5,7,1,14
1355,Topps Tier One Signature Tools Autograph Relics,0,0,–,0,0,0,0,0,0,0,1,0,1
1356,Topps Tier One Tier One All-Star Patches,1,0,–,0,0,0,0,0,0,0,0,0,1
1357,Topps Tier One Tier One Autographed Bat Knob,1,0,–,0,0,0,0,0,0,1,2,0,4
1358,Topps Tier One Tier One Autographed Limited Lumber Relics,0,0,–,0,0,0,0,0,2,3,0,0,5
1359,Topps Tier One Tier One Autographed Uniform Button Relics,1,0,–,0,0,0,0,0,0,1,1,0,3
1360,Topps Tier One Tier One Autographs,2,0,–,0,0,0,0,0,7,66,117,13,205
1361,Topps Tier One Tier One Bat Knobs,0,0,–,0,0,0,0,0,0,2,2,0,4
1362,Topps Tier One Tier One Legends Relics,0,0,–,0,0,0,0,1,3,3,12,6,25
1363,Topps Tier One Tier One Legends Relics Dual Patch,0,0,–,0,0,0,0,0,0,1,0,1,2
1364,Topps Tier One Tier One Limited Lumber Relics,0,0,–,0,0,0,0,0,0,3,7,0,10
1365,Topps Tier One Tier One Relics,0,0,–,0,0,0,1,0,1,23,57,21,103
1366,Topps Tier One Tier One Talent Autographs,4,0,–,0,0,0,0,0,5,47,138,19,213
1367,Topps Tier One Tier One Uniform Button Relics,1,0,–,0,0,0,0,1,1,3,1,1,8
1368,Topps Tier One Triple Autographs,0,0,–,0,0,0,0,0,1,0,1,10,12
1369,Topps Transcendent Collection 1958 Topps Superfractor Autographs 1/1,0,0,–,0,0,0,0,0,1,1,9,1,12
1370,Topps Transcendent Collection Active Autograph Patch 1/1,1,0,–,0,0,0,0,0,0,1,0,0,2
1371,Topps Transcendent Collection Autographs,6,0,–,0,0,0,0,0,2,26,188,98,320
1372,Topps Transcendent Collection Through the Years Autographs 1/1,1,0,–,0,0,0,0,0,0,2,7,0,10
1373,Topps Transcendent Collection Transcendent Chrome,0,0,–,0,0,0,0,0,1,0,18,42,61
1374,Topps Transcendent Collection Transcendent Chrome Superfractor Autographs 1/1,1,0,–,0,0,0,0,0,0,1,3,1,6
1375,Topps Transcendent Collection Transcendent Icons,0,0,–,0,0,0,0,0,3,31,63,36,133
1376,Topps Transcendent Collection Transcendent Icons Gold Deco Autographs 1/1,1,0,–,0,0,0,0,1,0,0,2,0,4
1377,Topps Transcendent VIP Party,0,0,–,0,0,0,0,0,1,10,47,68,126
1378,Topps Transcendent VIP Party Autographs,1,0,–,0,0,0,0,0,0,1,22,16,40
1379,Topps Transcendent VIP Party Juan Soto Autograph,2,0,–,0,0,0,0,0,0,0,4,0,6
1380,Topps Transcendent VIP Party Juan Soto Through the Years,0,0,–,0,0,0,0,0,0,10,35,69,114
1381,Topps Transcendent VIP Party Juan Soto Through the Years Relic 1/1,0,0,–,0,0,0,0,0,0,1,1,0,2
1382,Topps Transcendent VIP Party Ronald Acuna Jr. Through the Years,0,0,–,0,0,0,0,2,0,7,43,60,112
1383,Topps Transcendent VIP Party Ronald Acuna Jr. Through the Years Relics 1/1,0,0,–,0,0,0,0,0,0,0,2,0,2
1384,Topps Transcendent VIP Party Through the Years,0,0,–,0,0,0,0,0,1,3,7,10,21
1385,Topps Tribute,0,0,–,0,0,1,1,1,4,40,98,14,159
1386,Topps Tribute Autograph Patches,0,0,–,0,0,0,0,1,5,20,8,1,35
1387,Topps Tribute Dual Relics,0,0,–,0,0,0,0,0,2,11,15,1,29
1388,Topps Tribute Dual Relics Dual Player,0,0,–,0,0,0,2,2,6,23,20,4,57
1389,Topps Tribute Iconic Perspectives Autographs,3,0,–,0,0,0,0,1,6,17,35,2,64
1390,Topps Tribute League Inauguration Autographs,0,0,–,0,0,0,0,0,0,8,29,9,46
1391,Topps Tribute Milestone Relics,0,0,–,0,0,0,0,0,0,4,1,0,5
1392,Topps Tribute Prime Patch Autograph Relics,1,0,–,0,0,0,1,1,0,0,0,0,3
1393,Topps Tribute Solid Gold Greats Autographs,1,0,–,0,0,1,0,1,1,14,90,53,161
1394,Topps Tribute Stamp of Approval Relics,0,0,–,0,0,0,0,1,0,11,23,2,37
1395,Topps Tribute to 1953 Box Topper 1/1,0,0,–,0,0,0,0,0,0,1,0,0,1
1396,Topps Tribute Tribute Autographs,12,0,–,0,0,0,2,0,8,50,184,13,269
1397,Topps Tribute Tribute Career Achievement Award Continuity Autographs,0,0,–,0,0,0,0,0,0,1,0,0,1
1398,Topps Tribute Tribute Stadium Signatures,0,0,–,0,0,0,0,0,4,17,5,0,26
1399,Topps Tribute Tribute to Mvps Autographs,4,0,–,0,0,0,0,0,1,17,18,0,40
1400,Topps Tribute Tribute to World Series Mvps Autographs,1,0,–,0,0,0,0,0,2,18,15,0,36
1401,Topps Tribute Tribute Triple Relics,0,0,–,0,0,0,0,3,4,25,42,4,78
1402,Topps Triple Threads,2,0,–,0,0,2,9,33,125,409,320,40,940
1403,Topps Triple Threads All-Star Nike Logo Patch,0,0,–,0,0,0,0,0,0,0,1,0,1
1404,Topps Triple Threads All-Star Patches,0,0,–,0,0,0,0,0,0,3,4,1,8
1405,Topps Triple Threads Autograph Relic Combos,3,0,–,0,0,0,0,0,4,18,57,34,116
1406,Topps Triple Threads Autograph Relics,10,0,–,0,1,0,1,8,6,41,167,137,371
1407,Topps Triple Threads Autograph Single Jumbo Relics,1,0,–,0,0,1,1,7,7,28,62,57,164
1408,Topps Triple Threads Autographed Relics,0,0,–,0,0,0,0,0,0,2,5,0,7
1409,Topps Triple Threads Common Threads Three-Player Triple Auto Relics,0,0,–,0,0,0,0,0,1,2,10,2,15
1410,Topps Triple Threads Common Threads Three-Player Triple Relics,0,0,–,0,0,0,0,1,1,3,12,5,22
1411,Topps Triple Threads Cut Above Cut Signature,1,0,–,0,0,0,0,1,0,0,2,0,4
1412,Topps Triple Threads Manufacturer Logo Relics,0,0,–,0,0,0,0,0,0,0,1,3,4
1413,Topps Triple Threads Relics,0,0,–,0,0,0,1,3,9,52,153,51,269
1414,Topps Triple Threads Relics Combos,0,0,–,0,0,1,0,1,1,16,67,103,189
1415,Topps Triple Threads Relics Legends,0,0,–,0,0,0,0,1,0,6,24,7,38
1416,Topps Triple Threads Rookie Autographs,6,0,–,0,0,1,0,10,27,56,148,83,331
1417,Topps Triple Threads Rookies and Future Phenoms Autograph Relics,5,0,–,0,0,0,0,1,4,36,116,43,205
1418,Topps Triple Threads Single Jumbo Relics,1,0,–,0,0,1,6,4,6,35,75,51,179
1419,Topps Triple Threads Touch 'EM All Three-Player Triple Autograph Relics,1,0,–,0,0,0,0,0,0,0,3,0,4
1420,Topps Triple Threads Touch 'EM All Three-Player Triple Relics,0,0,–,0,0,0,0,0,1,0,1,0,2
1421,Topps Triple Threads Triple Threads Relics Legends,1,0,–,0,0,0,0,0,0,3,2,2,8
1422,Topps UK Edition,0,0,–,0,1,0,2,14,21,74,284,625,"1,021"
1423,Topps UK Edition 1997-98 Merlin's Premier Gold Redux,0,0,–,0,0,0,2,1,9,18,50,44,124
1424,Topps UK Edition British Royal Family,0,0,–,0,0,0,0,0,1,1,6,3,11
1425,Topps UK Edition Career Year,0,0,–,0,0,0,0,0,0,2,2,13,17
1426,Topps UK Edition Significant Statistics,0,0,–,0,0,0,0,0,0,0,5,1,6
1427,Topps UK Edition Superstars Autographs,0,0,–,0,0,0,0,1,3,10,26,18,58
1428,Topps Update,59,1,–,0,0,3,34,142,273,"2,283","14,550","22,604","39,949"
1429,Topps Update 1987 Topps Baseball,1,0,–,0,0,0,8,7,17,205,"1,465","1,951","3,654"
1430,Topps Update 1987 Topps Baseball Autographs,3,0,–,0,0,0,1,5,12,65,233,206,525
1431,Topps Update All-Star Stitches Autographs,0,0,–,0,0,0,0,0,1,0,0,0,1
1432,Topps Update All-Star Stitches Dual Autographs,0,0,–,0,0,0,0,0,0,1,0,0,1
1433,Topps Update All-Star Stitches Dual Relics,0,0,–,0,0,0,0,0,0,4,1,0,5
1434,Topps Update All-Star Stitches Jumbo Patch Autographs,0,0,–,0,0,0,0,0,0,1,0,0,1
1435,Topps Update All-Star Stitches Jumbo Relics,0,0,–,0,0,0,0,1,1,0,0,0,2
1436,Topps Update All-Star Stitches Relics,1,0,–,0,0,0,2,1,6,33,32,4,79
1437,Topps Update All-Star Stitches Triple Relics,0,0,–,0,0,0,0,0,0,1,0,0,1
1438,Topps Update Baseball Stars Autographs,0,0,–,0,0,0,0,0,0,7,0,0,7
1439,Topps Update Black Gold,0,0,–,0,2,0,9,31,118,866,"2,029",429,"3,484"
1440,Topps Update Commemorative Batting Relic Manufactured Relics,0,0,–,0,0,0,0,5,9,14,5,0,33
1441,Topps Update Commemorative Special Event Patch Manufactured Relics,3,0,–,0,0,0,0,6,18,39,18,1,85
1442,Topps Update Major League Material Autograph,0,0,–,0,0,0,0,0,0,0,2,2,4
1443,Topps Update Major League Material Relics,0,0,–,0,0,1,3,7,7,20,71,113,222
1444,Topps Update MLB All-Star Game,4,0,–,0,0,0,1,8,33,110,376,763,"1,295"
1445,Topps Update Oversized Rookie Reprint Box Loaders,1,0,–,0,0,0,1,1,3,2,5,2,15
1446,Topps Update Own the Name Nameplate Letter Relics,1,0,–,0,0,0,0,0,0,0,5,3,9
1447,Topps Update Paragons of the Postseason,0,0,–,0,0,0,1,0,3,18,14,1,37
1448,Topps Update Topps Reverence Autograph Patch,0,0,–,0,0,0,0,2,4,3,0,0,9
1449,Topps Welcome to the Show,0,0,–,0,0,0,0,2,3,21,79,113,218
1450,Topps World Series Champion Autographs,0,0,–,0,0,0,0,3,3,5,2,0,13
1451,Topps World Series Champion Relics,0,0,–,0,0,0,1,1,2,1,0,0,5
1452,Topps X Aaron Judge,1,0,–,0,0,0,0,0,4,13,105,112,235
1453,Topps X Aaron Judge on-Card Autographs,0,0,–,0,0,0,0,0,0,0,0,1,1
1454,Topps X Aaron Judge Sticker Autograph,0,0,–,0,0,0,0,0,0,1,25,6,32
1455,Topps X Bobby Witt Jr. Crown Collection,1,0,–,0,0,0,1,6,7,102,386,562,"1,065"
1456,Topps X Bobby Witt Jr. Crown Collection Autographs,1,0,–,0,0,0,0,0,1,2,24,38,66
1457,Topps X Bobby Witt Jr. Crown Collection Bigger in Texas Die-Cut,0,0,–,0,0,0,0,0,0,4,12,39,55
1458,Topps X Derek Jeter: Call of the Captain,0,0,–,0,0,0,0,1,4,22,138,263,428
1459,Topps X Derek Jeter: Call of the Captain 22 Years of Topps Autographs,1,0,–,0,0,0,0,0,0,2,13,5,21
1460,Topps X Derek Jeter: Call of the Captain 22 Years of Topps Foilboard,0,0,–,0,0,0,0,0,16,55,37,0,108
1461,Topps X Derek Jeter: Call of the Captain Captain's Quest Relics,0,0,–,0,0,0,0,1,5,23,21,12,62
1462,Topps X Derek Jeter: Call of the Captain Relics,0,0,–,0,0,0,1,0,3,10,23,10,47
1463,Topps X Juan Soto,0,0,–,0,0,0,0,0,4,21,153,214,392
1464,Topps X Juan Soto on-Card Autographs,0,0,–,0,0,0,0,0,1,5,20,8,34
1465,Topps X Lauren Taylor,1,0,–,0,0,1,0,1,10,66,378,365,822
1466,Topps X Lauren Taylor Autographs,1,0,–,0,0,0,0,0,1,5,23,20,50
1467,Topps X Lauren Taylor Self-Portrait,0,0,–,0,0,0,0,0,0,1,4,4,9
1468,Topps X Lauren Taylor Self-Portrait Autograph,0,0,–,0,0,0,0,0,0,0,3,5,8
1469,Topps X Mlbpa Exclusive,3,0,–,0,1,0,1,2,8,9,119,153,296
1470,Topps X Naturel 1952,0,0,–,0,0,0,0,1,4,50,309,238,602
1471,Topps X Naturel 1952 Artist Set,0,0,–,0,0,0,0,0,0,3,4,11,18
1472,Topps X Naturel 1952 Complexcon,0,0,–,0,0,0,0,0,0,2,1,4,7
1473,Topps X Naturel 1952 Encased Art Cards,0,0,–,0,0,0,0,1,4,10,65,53,133
1474,Topps X Sony MLB the Show,0,0,–,0,0,0,0,0,0,2,4,7,13
1475,Topps X Spotlight 70 II By Andy Friedman,3,0,–,0,0,0,0,0,7,19,34,12,75
1476,Topps X Spotlight 70 II By Andy Friedman Rookie,0,0,–,0,0,0,0,0,0,4,13,5,22
1477,Topps X Spotlight 70 II By Andy Friedman Short Print,6,0,–,0,0,0,0,0,0,0,0,0,6
1478,Topps X Spotlight 70 II By Andy Friedman Twilight,0,0,–,0,0,0,0,0,0,1,3,2,6
1479,Topps X Steve Aoki Baseball Party,0,0,–,0,0,0,0,2,15,76,159,134,386
1480,Topps X Steve Aoki Baseball Party Autographs,0,0,–,0,0,0,1,0,1,17,68,19,106
1481,Topps X Steve Aoki Baseball Party Bushido,0,0,–,0,0,0,0,0,1,2,37,13,53
1482,Topps X Steve Aoki Baseball Party Steve Aoki Autographs,0,0,–,0,0,0,0,0,1,0,7,1,9
1483,Topps X Wander Franco,0,0,–,0,0,0,2,1,5,32,138,340,518
1484,Topps X Wander Franco on-Card Autographs,2,0,–,0,0,0,0,0,0,4,26,39,71
1485,Topps X Wander Franco Sticker Autographs,1,0,–,0,0,0,0,1,1,7,33,39,82
1486,Used Ball Series Tokyo Yakult Swallows Special Card,0,0,–,0,0,0,0,0,0,0,0,1,1
1487,Via Doosan LG Jamsil Rival Big League Auto,0,0,–,0,0,0,0,0,0,0,1,2,3
1488,Via Doosan LG Jamsil Rival Fire Auto,0,0,–,0,0,0,0,0,0,0,0,2,2
1489,Via Doosan LG Jamsil Rival Legendary Auto,0,0,–,0,0,0,0,0,0,0,1,1,2
1490,Via Doosan LG Jamsil Rival Rainbow Signatures,0,0,–,0,0,0,0,0,0,1,1,1,3
1491,Via Doosan LG Jamsil Rival Winning Games Auto,0,0,–,0,0,0,0,0,0,0,2,2,4
