,Set Name,Year,Auth,PR1,FR1.5,GOOD2,VG3,VG‑EX4,EX5,EX‑MT6,NM7,NM‑MT8,MINT9,GEM‑MT10
3317,Sportflics,1988-01-01,1,0,–,0,4,4,16,8,8,67,400,767
3318,Sportflics Gamewinners,1988-01-01,0,0,–,0,0,1,0,0,0,15,35,52
3319,Sportflics Gamewinners Trivia Card,1988-01-01,0,0,–,0,0,0,1,0,0,0,5,1
3320,Sportflics Team Logo Trivia,1988-01-01,0,0,–,0,0,0,0,0,0,1,0,0
3321,St. Louis Cardinals Photocards,1988-01-01,0,0,–,0,0,0,0,0,1,0,0,0
3322,St. Vincent Major League Baseball in Stamps Award Winners,1988-01-01,0,0,–,0,0,0,0,0,0,1,2,2
3323,Star,1988-01-01,0,0,–,0,0,0,0,0,0,5,5,0
3324,Star Bay Bombers,1988-01-01,0,0,–,0,0,0,0,0,0,2,25,54
3325,Star Bell,1988-01-01,0,0,–,0,0,0,0,0,0,0,1,3
3326,Star Bo Jackson,1988-01-01,0,0,–,0,0,0,2,9,25,55,131,67
3327,Star Boggs,1988-01-01,1,0,–,0,0,0,0,0,0,1,10,33
3328,Star Boggs Hitman,1988-01-01,3,0,–,0,0,0,0,0,0,9,30,13
3329,Star Boggs/Gwynn,1988-01-01,1,0,–,0,0,0,0,1,4,10,34,51
3330,Star Cal Ripken Jr.,1988-01-01,0,0,–,0,0,0,0,0,0,10,45,20
3331,Star Canseco-Error,1988-01-01,0,0,–,0,0,0,0,0,0,14,13,3
3332,Star Canseco-Green Name,1988-01-01,0,0,–,0,0,0,1,2,1,6,11,9
3333,Star Canseco-White Name,1988-01-01,0,0,–,0,0,0,0,0,0,0,5,4
3334,Star Carolina League All-Stars,1988-01-01,0,0,–,0,0,0,0,0,0,14,7,5
3335,Star Carter,1988-01-01,0,0,–,0,0,0,0,0,1,15,29,18
3336,Star Clark,1988-01-01,2,0,–,0,0,0,0,1,0,6,65,53
3337,Star Clemens,1988-01-01,0,0,–,0,0,0,0,0,0,0,2,4
3338,Star Clemens/Gooden,1988-01-01,0,0,–,0,0,0,0,1,0,4,25,18
3339,Star Cone,1988-01-01,0,0,–,0,0,0,0,0,0,1,2,6
3340,Star Davis,1988-01-01,0,0,–,0,0,0,0,0,0,0,0,2
3341,Star Davis/McGwire,1988-01-01,0,0,–,0,0,0,0,1,0,18,33,18
3342,Star Dawson,1988-01-01,2,0,–,0,0,0,0,2,1,9,43,29
3343,Star Gold Edition,1988-01-01,0,0,–,0,0,1,3,3,9,69,193,316
3344,Star Gooden,1988-01-01,1,0,–,0,0,0,0,0,0,5,9,1
3345,Star Gooden Orange,1988-01-01,0,0,–,0,0,0,0,0,0,4,7,22
3346,Star Grace,1988-01-01,1,0,–,0,0,0,0,0,3,7,19,14
3347,Star Griffey Jr.,1988-01-01,0,0,–,0,0,2,6,30,111,374,221,38
3348,Star Gwynn,1988-01-01,3,0,–,0,0,0,0,2,3,28,40,22
3349,Star Hershiser,1988-01-01,0,0,–,0,0,0,0,0,0,2,14,25
3350,Star Jefferies-Blue,1988-01-01,0,0,–,0,0,0,0,0,1,0,2,0
3351,Star Jefferies-Orange,1988-01-01,0,0,–,0,0,0,0,0,0,0,0,3
3352,Star Jefferies-Pink,1988-01-01,0,0,–,0,0,0,0,0,0,0,0,6
3353,Star Jordan,1988-01-01,0,0,–,0,0,0,0,0,0,1,1,5
3354,Star Kinston Indians,1988-01-01,0,0,–,0,0,0,0,0,0,2,5,1
3355,Star Mattingly,1988-01-01,0,0,–,0,0,1,0,6,12,59,133,47
3356,Star Mattingly Sticker,1988-01-01,0,0,–,0,0,0,3,1,0,1,6,17
3357,Star Mattingly/Schmidt,1988-01-01,0,0,–,0,0,0,0,3,8,60,128,99
3358,Star McGwire-Aqua,1988-01-01,2,0,–,0,0,0,1,0,2,26,60,41
3359,Star McGwire-Green,1988-01-01,0,0,–,0,0,0,0,0,2,20,41,38
3360,Star McGwire-Yellow,1988-01-01,5,0,–,0,0,0,0,1,8,35,90,113
3361,Star McReynolds,1988-01-01,0,0,–,0,0,0,0,0,0,0,1,1
3362,Star Murray,1988-01-01,0,0,–,0,0,0,0,0,0,4,13,8
3363,Star Nokes,1988-01-01,0,0,–,0,0,0,0,0,0,0,0,2
3364,Star Platinum Edition,1988-01-01,10,0,–,0,0,2,3,20,38,173,284,144
3365,Star Promos,1988-01-01,0,0,–,0,0,0,1,5,4,47,70,25
3366,Star Puckett,1988-01-01,1,0,–,0,0,0,0,0,0,0,25,59
3367,Star Puckett Glossy,1988-01-01,0,0,–,0,0,0,0,0,0,0,6,5
3368,Star Schmidt,1988-01-01,0,0,–,0,0,0,0,2,5,49,126,63
3369,Star Seitzer,1988-01-01,0,0,–,0,0,0,0,0,0,1,3,2
3370,Star Silver Edition,1988-01-01,0,0,–,0,0,0,1,11,54,177,202,155
3371,Star Strawberry,1988-01-01,0,0,–,0,0,0,0,4,2,7,31,34
3372,Star Trammell,1988-01-01,0,0,–,0,0,0,0,0,2,4,12,24
3373,Star Ventura,1988-01-01,0,0,–,0,0,0,0,0,0,0,0,5
3374,Star Winfield,1988-01-01,1,0,–,0,0,0,0,2,3,3,29,38
